LEVEL;PLACE;TYPE;CHAPTERéCODE;BLOCKéCODE;CODEéW;CODE;CODEéWITHOUTéDOT;TITLE;M1;M2;M3;M4;M
3;N;X;1;A30;A44.-;A44;A44;Bartonelosis;18;4-014;3-015;2-024;1-025
4;T;X;1;A30;A44.0;A44.0;A440;Bartonelosis sistémica;18;4-014;3-015;2-024;1-025
4;T;X;1;A30;A44.1;A44.1;A441;Bartonelosis cutánea y mucocutánea;18;4-014;3-015;2-024;1-025
4;T;X;1;A30;A44.8;A44.8;A448;Otras formas de bartonelosis;18;4-014;3-015;2-024;1-025
4;T;X;1;A30;A44.9;A44.9;A449;Bartonelosis, sin especificar;18;4-014;3-015;2-024;1-025
3;T;X;1;A30;A46;A46;A46;Erisipela;18;4-014;3-015;2-024;1-025
3;N;X;1;A30;A48.-;A48;A48;Otras enfermedades bacterianas, no clasificadas en otra parte;18;4-014;3-015;2-024;1-025
4;T;X;1;A30;A48.0;A48.0;A480;La gangrena gaseosa;18;4-014;3-015;2-024;1-025
4;T;X;1;A30;A48.1;A48.1;A481;La enfermedad del legionario;18;4-014;3-015;2-024;1-025
4;T;X;1;A30;A48.2;A48.2;A482;La enfermedad del legionario Nonpneumonic [fiebre de Pontiac];18;4-014;3-015;2-024;1-025
4;T;X;1;A30;A48.3;A48.3;A483;Síndrome de shock tóxico;18;4-014;3-015;2-024;1-025
4;T;X;1;A30;A48.4;A48.4;A484;Fiebre púrpura brasile–a;18;4-014;3-015;2-024;1-025
4;T;X;1;A30;A48.8;A48.8;A488;Otras enfermedades bacterianas especificadas;18;4-014;3-015;2-024;1-025
3;N;X;1;A30;A49.-;A49;A49;Las infecciones bacterianas de sitio no especificado;18;4-014;3-015;2-024;1-025
4;T;X;1;A30;A49.0;A49.0;A490;Infección por estafilococos, sitio no especificado;18;4-014;3-015;2-024;1-025
4;T;X;1;A30;A49.1;A49.1;A491;Infección por estreptococos, sitio no especificado;18;4-014;3-015;2-024;1-025
4;T;X;1;A30;A49.2;A49.2;A492;Infección por Haemophilus influenzae, sitio no especificado;18;4-014;3-015;2-024;1-025
4;T;X;1;A30;A49.3;A49.3;A493;La infección por micoplasma, sitio no especificado;18;4-014;3-015;2-024;1-025
4;T;X;1;A30;A49.8;A49.8;A498;Otras infecciones bacterianas de sitio no especificado;18;4-014;3-015;2-024;1-025
4;T;X;1;A30;A49.9;A49.9;A499;La infección bacteriana, no especificada;18;4-014;3-015;2-024;1-025
3;N;X;1;A50;A50.-;A50;A50;La sífilis congénita;19;4-014;3-015;2-012;1-013
4;T;X;1;A50;A50.0;A50.0;A500;Sífilis congénita temprana, los síntomas;19;4-014;3-015;2-012;1-013
4;T;X;1;A50;A50.1;A50.1;A501;La sífilis congénita temprana, latente;19;4-014;3-015;2-012;1-013
4;T;X;1;A50;A50.2;A50.2;A502;La sífilis congénita temprana, sin especificar;19;4-014;3-015;2-012;1-013
4;T;X;1;A50;A50.3;A50.3;A503;Finales de sífilis congénita oculopathy;19;4-014;3-015;2-012;1-013
4;T;X;1;A50;A50.4;A50.4;A504;Neurosífilis congénita tardía [neurosífilis juvenil];19;4-014;3-015;2-012;1-013
4;T;X;1;A50;A50.5;A50.5;A505;Otras sífilis congénita tardía, los síntomas;19;4-014;3-015;2-012;1-013
4;T;X;1;A50;A50.6;A50.6;A506;La sífilis tardía congénita, latente;19;4-014;3-015;2-012;1-013
4;T;X;1;A50;A50.7;A50.7;A507;La sífilis congénita tardía, sin especificar;19;4-014;3-015;2-012;1-013
4;T;X;1;A50;A50.9;A50.9;A509;La sífilis congénita, no especificada;19;4-014;3-015;2-012;1-013
3;N;X;1;A50;A51.-;A51;A51;Sífilis temprana;20;4-014;3-015;2-012;1-013
4;T;X;1;A50;A51.0;A51.0;A510;Sífilis congénita primaria;20;4-014;3-015;2-012;1-013
4;T;X;1;A50;A51.1;A51.1;A511;La sífilis primaria anal;20;4-014;3-015;2-012;1-013
4;T;X;1;A50;A51.2;A51.2;A512;La sífilis primaria de otros sitios;20;4-014;3-015;2-012;1-013
4;T;X;1;A50;A51.3;A51.3;A513;La sífilis secundaria de la piel y las mucosas;20;4-014;3-015;2-012;1-013
4;T;X;1;A50;A51.4;A51.4;A514;La sífilis secundaria otros;20;4-014;3-015;2-012;1-013
4;T;X;1;A50;A51.5;A51.5;A515;Sífilis precoz, latente;20;4-014;3-015;2-012;1-013
4;T;X;1;A50;A51.9;A51.9;A519;Sífilis precoz, sin especificar;20;4-014;3-015;2-012;1-013
3;N;X;1;A50;A52.-;A52;A52;La sífilis tardía;21;4-014;3-015;2-012;1-013
4;T;X;1;A50;A52.0;A52.0;A520;Sífilis cardiovascular;21;4-014;3-015;2-012;1-013
4;T;X;1;A50;A52.1;A52.1;A521;Neurosífilis sintomática;21;4-014;3-015;2-012;1-013
4;T;X;1;A50;A52.2;A52.2;A522;La neurosífilis asintomática;21;4-014;3-015;2-012;1-013
4;T;X;1;A50;A52.3;A52.3;A523;Neurosífilis, sin especificar;21;4-014;3-015;2-012;1-013
4;T;X;1;A50;A52.7;A52.7;A527;Otras sífilis sintomática tardía;21;4-014;3-015;2-012;1-013
4;T;X;1;A50;A52.8;A52.8;A528;La sífilis tardía y latente;21;4-014;3-015;2-012;1-013
4;T;X;1;A50;A52.9;A52.9;A529;La sífilis tardía, no especificada;21;4-014;3-015;2-012;1-013
3;N;X;1;A50;A53.-;A53;A53;La sífilis y otras no especificadas;21;4-014;3-015;2-012;1-013
4;T;X;1;A50;A53.0;A53.0;A530;La sífilis latente, no especificada como precoz o tardía;21;4-014;3-015;2-012;1-013
4;T;X;1;A50;A53.9;A53.9;A539;La sífilis, no especificada;21;4-014;3-015;2-012;1-013
3;N;X;1;A50;A54.-;A54;A54;Infección gonocócica;22;4-014;3-015;2-012;1-013
4;T;X;1;A50;A54.0;A54.0;A540;Infección gonocócica del tracto genitourinario inferior sin absceso periuretral o glándula accesoria;22;4-014;3-015;2-012;1-013
4;T;X;1;A50;A54.1;A54.1;A541;Infección gonocócica del tracto genitourinario inferior con absceso periuretral glándula y accesorios;22;4-014;3-015;2-012;1-013
4;T;X;1;A50;A54.2;A54.2;A542;Gonocócica infecciones gonocócicas y otras pelviperitonitis genitourinario;22;4-014;3-015;2-012;1-013
4;T;X;1;A50;A54.3;A54.3;A543;Infección gonocócica del ojo;22;4-014;3-015;2-012;1-013
4;T;X;1;A50;A54.4;A54.4;A544;Infección gonocócica del sistema músculo-esquelético;22;4-014;3-015;2-012;1-013
4;T;X;1;A50;A54.5;A54.5;A545;Faringitis gonocócica;22;4-014;3-015;2-012;1-013
4;T;X;1;A50;A54.6;A54.6;A546;La infección gonocócica de ano y el recto;22;4-014;3-015;2-012;1-013
4;T;X;1;A50;A54.8;A54.8;A548;Otras infecciones gonocócicas;22;4-014;3-015;2-012;1-013
4;T;X;1;A50;A54.9;A54.9;A549;La infección gonocócica, no especificada;22;4-014;3-015;2-012;1-013
3;T;X;1;A50;A55;A55;A55;Linfogranuloma por clamidias (venéreo);23;4-014;3-015;2-012;1-013
3;N;X;1;A50;A56.-;A56;A56;Otras enfermedades de transmisión sexual por clamidia;23;4-014;3-015;2-012;1-013
4;T;X;1;A50;A56.0;A56.0;A560;La infección por clamidia del tracto genitourinario;23;4-014;3-015;2-012;1-013
4;T;X;1;A50;A56.1;A56.1;A561;La infección por clamidia de pelviperitoneum y otros órganos genitourinarios;23;4-014;3-015;2-012;1-013
4;T;X;1;A50;A56.2;A56.2;A562;La infección por clamidia del tracto genitourinario, sin especificar;23;4-014;3-015;2-012;1-013
4;T;X;1;A50;A56.3;A56.3;A563;La infección por clamidia en el ano y el recto;23;4-014;3-015;2-012;1-013
4;T;X;1;A50;A56.4;A56.4;A564;La infección por clamidia de la faringe;23;4-014;3-015;2-012;1-013
4;T;X;1;A50;A56.8;A56.8;A568;Infecciones de transmisión sexual por clamidia de otros sitios;23;4-014;3-015;2-012;1-013
3;T;X;1;A50;A57;A57;A57;Chancroide;24;4-014;3-015;2-012;1-013
3;T;X;1;A50;A58;A58;A58;Granuloma inguinal;24;4-014;3-015;2-012;1-013
3;N;X;1;A50;A59.-;A59;A59;Tricomoniasis;24;4-014;3-015;2-012;1-013
4;T;X;1;A50;A59.0;A59.0;A590;Tricomoniasis urogenital;24;4-014;3-015;2-012;1-013
4;T;X;1;A50;A59.8;A59.8;A598;Tricomoniasis de otros sitios;24;4-014;3-015;2-012;1-013
4;T;X;1;A50;A59.9;A59.9;A599;Tricomoniasis, no especificada;24;4-014;3-015;2-012;1-013
3;N;X;1;A50;A60.-;A60;A60;Anogenital herpesvirus [herpes simplex] infección;24;4-014;3-015;2-012;1-013
4;T;X;1;A50;A60.0;A60.0;A600;La infección por herpesvirus de los genitales y del tracto urogenital;24;4-014;3-015;2-012;1-013
4;T;X;1;A50;A60.1;A60.1;A601;La infección por herpesvirus de la piel perianal y el recto;24;4-014;3-015;2-012;1-013
4;T;X;1;A50;A60.9;A60.9;A609;La infección por herpesvirus anogenital, no especificado;24;4-014;3-015;2-012;1-013
3;N;X;1;A50;A63.-;A63;A63;Otras enfermedades de transmisión sexual sobre todo, no clasificados en otra parte;24;4-014;3-015;2-012;1-013
4;T;X;1;A50;A63.0;A63.0;A630;Anogenital (venéreas) las verrugas;24;4-014;3-015;2-012;1-013
4;T;X;1;A50;A63.8;A63.8;A638;Otras enfermedades especificadas predominantemente de transmisión sexual;24;4-014;3-015;2-012;1-013
3;T;X;1;A50;A64;A64;A64;Enfermedades de transmisión sexual no especificado;24;4-014;3-015;2-012;1-013
3;T;X;1;A65;A65;A65;A65;La sífilis no venérea;57;4-014;3-015;2-024;1-025
3;N;X;1;A65;A66.-;A66;A66;Pian;57;4-014;3-015;2-024;1-025
4;T;X;1;A65;A66.0;A66.0;A660;Lesiones iniciales del pian;57;4-014;3-015;2-024;1-025
4;T;X;1;A65;A66.1;A66.1;A661;Papilomas múltiples y el pian húmedo cangrejo;57;4-014;3-015;2-024;1-025
4;T;X;1;A65;A66.2;A66.2;A662;Otras lesiones de piel en etapas tempranas de pian;57;4-014;3-015;2-024;1-025
4;T;X;1;A65;A66.3;A66.3;A663;Hiperqueratosis del pian;57;4-014;3-015;2-024;1-025
4;T;X;1;A65;A66.4;A66.4;A664;Gomas y las úlceras del pian;57;4-014;3-015;2-024;1-025
4;T;X;1;A65;A66.5;A66.5;A665;Gangosa;57;4-014;3-015;2-024;1-025
4;T;X;1;A65;A66.6;A66.6;A666;Las lesiones óseas y articulares del pian;57;4-014;3-015;2-024;1-025
4;T;X;1;A65;A66.7;A66.7;A667;Otras manifestaciones del pian;57;4-014;3-015;2-024;1-025
4;T;X;1;A65;A66.8;A66.8;A668;Pian latente;57;4-014;3-015;2-024;1-025
4;T;X;1;A65;A66.9;A66.9;A669;El pian, sin especificar;57;4-014;3-015;2-024;1-025
3;N;X;1;A65;A67.-;A67;A67;Pinta [carate];57;4-014;3-015;2-024;1-025
4;T;X;1;A65;A67.0;A67.0;A670;Las lesiones primarias de la pinta;57;4-014;3-015;2-024;1-025
4;T;X;1;A65;A67.1;A67.1;A671;Las lesiones intermedias de la pinta;57;4-014;3-015;2-024;1-025
4;T;X;1;A65;A67.2;A67.2;A672;Lesiones tardías de la pinta;57;4-014;3-015;2-024;1-025
4;T;X;1;A65;A67.3;A67.3;A673;Lesiones mixtas de la pinta;57;4-014;3-015;2-024;1-025
4;T;X;1;A65;A67.9;A67.9;A679;Pinta, sin especificar;57;4-014;3-015;2-024;1-025
3;N;X;1;A65;A68.-;A68;A68;Fiebres recurrentes;25;4-014;3-015;2-024;1-025
4;T;X;1;A65;A68.0;A68.0;A680;Piojo fiebre recurrente transmitida por;25;4-014;3-015;2-024;1-025
4;T;X;1;A65;A68.1;A68.1;A681;Garrapata fiebre recurrente transmitida por;25;4-014;3-015;2-024;1-025
4;T;X;1;A65;A68.9;A68.9;A689;Fiebre recurrente, sin especificar;25;4-014;3-015;2-024;1-025
3;N;X;1;A65;A69.-;A69;A69;Otras infecciones de espiroquetas;57;4-014;3-015;2-024;1-025
4;T;X;1;A65;A69.0;A69.0;A690;Estomatitis ulcerativa necrotizante;57;4-014;3-015;2-024;1-025
4;T;X;1;A65;A69.1;A69.1;A691;Otras infecciones de Vincent;57;4-014;3-015;2-024;1-025
4;T;X;1;A65;A69.2;A69.2;A692;La enfermedad de Lyme;57;4-014;3-015;2-024;1-025
4;T;X;1;A65;A69.8;A69.8;A698;Otras infecciones especificadas espiroquetas;57;4-014;3-015;2-024;1-025
4;T;X;1;A65;A69.9;A69.9;A699;Infección por espiroquetas, sin especificar;57;4-014;3-015;2-024;1-025
3;T;X;1;A70;A70;A70;A70;Infección por Chlamydia psittaci;57;4-014;3-015;2-024;1-025
3;N;X;1;A70;A71.-;A71;A71;Tracoma;26;4-014;3-015;2-024;1-025
4;T;X;1;A70;A71.0;A71.0;A710;Etapa inicial de tracoma;26;4-014;3-015;2-024;1-025
4;T;X;1;A70;A71.1;A71.1;A711;Fase activa del tracoma;26;4-014;3-015;2-024;1-025
4;T;X;1;A70;A71.9;A71.9;A719;Tracoma, no especificado;26;4-014;3-015;2-024;1-025
3;N;X;1;A70;A74.-;A74;A74;Otras enfermedades causadas por clamidias;57;4-014;3-015;2-024;1-025
4;T;X;1;A70;A74.0;A74.0;A740;Conjuntivitis por clamidia;57;4-014;3-015;2-024;1-025
4;T;X;1;A70;A74.8;A74.8;A748;Otras enfermedades por clamidias;57;4-014;3-015;2-024;1-025
4;T;X;1;A70;A74.9;A74.9;A749;La infección por clamidia, no especificada;57;4-014;3-015;2-024;1-025
3;N;X;1;A75;A75.-;A75;A75;Fiebre tifoidea;27;4-014;3-015;2-024;1-025
4;T;X;1;A75;A75.0;A75.0;A750;Epidemia de tifus transmitido por piojos, debido a Rickettsia prowazekii fiebre;27;4-014;3-015;2-024;1-025
4;T;X;1;A75;A75.1;A75.1;A751;Tifus recrudecimiento [la enfermedad de Brill];27;4-014;3-015;2-024;1-025
4;T;X;1;A75;A75.2;A75.2;A752;Tifus por Rickettsia typhi fiebre;27;4-014;3-015;2-024;1-025
4;T;X;1;A75;A75.3;A75.3;A753;Tifus por Rickettsia tsutsugamushi fiebre;27;4-014;3-015;2-024;1-025
4;T;X;1;A75;A75.9;A75.9;A759;La fiebre tifoidea, sin especificar;27;4-014;3-015;2-024;1-025
3;N;X;1;A75;A77.-;A77;A77;Fiebre maculosa de las [rickettsiosis transmitidas por garrapatas];57;4-014;3-015;2-024;1-025
4;T;X;1;A75;A77.0;A77.0;A770;Manchada por Rickettsia rickettsii fiebre;57;4-014;3-015;2-024;1-025
4;T;X;1;A75;A77.1;A77.1;A771;Manchada por Rickettsia conorii fiebre;57;4-014;3-015;2-024;1-025
4;T;X;1;A75;A77.2;A77.2;A772;Manchada por Rickettsia sibirica fiebre;57;4-014;3-015;2-024;1-025
4;T;X;1;A75;A77.3;A77.3;A773;Manchada por Rickettsia australis fiebre;57;4-014;3-015;2-024;1-025
4;T;X;1;A75;A77.8;A77.8;A778;Otras fiebres visto;57;4-014;3-015;2-024;1-025
4;T;X;1;A75;A77.9;A77.9;A779;Fiebre manchada, no especificada;57;4-014;3-015;2-024;1-025
3;T;X;1;A75;A78;A78;A78;Fiebre Q;57;4-014;3-015;2-024;1-025
3;N;X;1;A75;A79.-;A79;A79;Rickettsiosis otros;57;4-014;3-015;2-024;1-025
4;T;X;1;A75;A79.0;A79.0;A790;Fosa de la fiebre;57;4-014;3-015;2-024;1-025
4;T;X;1;A75;A79.1;A79.1;A791;Rickettsiosis por Rickettsia akari;57;4-014;3-015;2-024;1-025
4;T;X;1;A75;A79.8;A79.8;A798;Otras rickettsiosis especificadas;57;4-014;3-015;2-024;1-025
4;T;X;1;A75;A79.9;A79.9;A799;Rickettsiosis, sin especificar;57;4-014;3-015;2-024;1-025
3;N;X;1;A80;A80.-;A80;A80;Poliomielitis aguda;28;4-009;3-010;2-013;1-014
4;T;X;1;A80;A80.0;A80.0;A800;Poliomielitis paralítica aguda, asociada a la vacuna;28;4-009;3-010;2-013;1-014
4;T;X;1;A80;A80.1;A80.1;A801;Poliomielitis paralítica aguda, el virus natural que se importen;28;4-009;3-010;2-013;1-014
4;T;X;1;A80;A80.2;A80.2;A802;Poliomielitis paralítica aguda, el virus salvaje, los pueblos indígenas;28;4-009;3-010;2-013;1-014
4;T;X;1;A80;A80.3;A80.3;A803;Poliomielitis paralítica aguda, otros y no especificados;28;4-009;3-010;2-013;1-014
4;T;X;1;A80;A80.4;A80.4;A804;Aguda poliomielitis no paralítica;28;4-009;3-010;2-013;1-014
4;T;X;1;A80;A80.9;A80.9;A809;La poliomielitis aguda, no especificada;28;4-009;3-010;2-013;1-014
3;N;X;1;A80;A81.-;A81;A81;Infecciones atípicas virus del sistema nervioso central;41;4-012;3-013;2-024;1-025
4;T;X;1;A80;A81.0;A81.0;A810;La enfermedad de Creutzfeldt-Jakob;41;4-012;3-013;2-024;1-025
4;T;X;1;A80;A81.1;A81.1;A811;La panencefalitis esclerosante subaguda;41;4-012;3-013;2-024;1-025
4;T;X;1;A80;A81.2;A81.2;A812;Leucoencefalopatía multifocal progresiva;41;4-012;3-013;2-024;1-025
4;T;X;1;A80;A81.8;A81.8;A818;Otras infecciones por virus atípico del sistema nervioso central;41;4-012;3-013;2-024;1-025
4;T;X;1;A80;A81.9;A81.9;A819;Infección por el virus atípico del sistema nervioso central, no especificada;41;4-012;3-013;2-024;1-025
3;N;X;1;A80;A82.-;A82;A82;Rabia;29;4-012;3-013;2-014;1-015
4;T;X;1;A80;A82.0;A82.0;A820;La rabia silvestre;29;4-012;3-013;2-014;1-015
4;T;X;1;A80;A82.1;A82.1;A821;La rabia urbana;29;4-012;3-013;2-014;1-015
4;T;X;1;A80;A82.9;A82.9;A829;La rabia, no especificada;29;4-012;3-013;2-014;1-015
3;N;X;1;A80;A83.-;A83;A83;Transmitidas por mosquitos encefalitis viral;30;4-012;3-013;2-024;1-025
4;T;X;1;A80;A83.0;A83.0;A830;La encefalitis japonesa;30;4-012;3-013;2-024;1-025
4;T;X;1;A80;A83.1;A83.1;A831;La encefalitis equina occidental;30;4-012;3-013;2-024;1-025
4;T;X;1;A80;A83.2;A83.2;A832;Encefalitis equina del este;30;4-012;3-013;2-024;1-025
4;T;X;1;A80;A83.3;A83.3;A833;La encefalitis de San Luis;30;4-012;3-013;2-024;1-025
4;T;X;1;A80;A83.4;A83.4;A834;Encefalitis de Australia;30;4-012;3-013;2-024;1-025
4;T;X;1;A80;A83.5;A83.5;A835;Encefalitis de California;30;4-012;3-013;2-024;1-025
4;T;X;1;A80;A83.6;A83.6;A836;Rocio virus de la enfermedad;30;4-012;3-013;2-024;1-025
4;T;X;1;A80;A83.8;A83.8;A838;Otras encefalitis transmitida por mosquitos viral;30;4-012;3-013;2-024;1-025
4;T;X;1;A80;A83.9;A83.9;A839;Transmitidas por mosquitos encefalitis viral, sin especificar;30;4-012;3-013;2-024;1-025
3;N;X;1;A80;A84.-;A84;A84;Encefalitis transmitida por garrapatas viral;30;4-012;3-013;2-024;1-025
4;T;X;1;A80;A84.0;A84.0;A840;Lejano Oriente encefalitis transmitida por garrapatas [rusa de primavera-verano encefalitis];30;4-012;3-013;2-024;1-025
4;T;X;1;A80;A84.1;A84.1;A841;Central Europeo, encefalitis transmitida por garrapatas;30;4-012;3-013;2-024;1-025
4;T;X;1;A80;A84.8;A84.8;A848;Otras encefalitis transmitida por garrapatas viral;30;4-012;3-013;2-024;1-025
4;T;X;1;A80;A84.9;A84.9;A849;Encefalitis transmitida por garrapatas viral, sin especificar;30;4-012;3-013;2-024;1-025
3;N;X;1;A80;A85.-;A85;A85;Encefalitis viral otros no clasificados en otra parte;30;4-012;3-013;2-024;1-025
4;T;X;1;A80;A85.0;A85.0;A850;La encefalitis por enterovirus;30;4-012;3-013;2-024;1-025
4;T;X;1;A80;A85.1;A85.1;A851;La encefalitis por adenovirus;30;4-012;3-013;2-024;1-025
4;T;X;1;A80;A85.2;A85.2;A852;Transmitidas por artrópodos encefalitis viral, sin especificar;30;4-012;3-013;2-024;1-025
4;T;X;1;A80;A85.8;A85.8;A858;Otras encefalitis virales especificadas;30;4-012;3-013;2-024;1-025
3;T;X;1;A80;A86;A86;A86;Encefalitis viral no especificada;30;4-012;3-013;2-024;1-025
3;N;X;1;A80;A87.-;A87;A87;La meningitis viral;41;4-012;3-013;2-024;1-025
4;T;X;1;A80;A87.0;A87.0;A870;Meningitis por enterovirus;41;4-012;3-013;2-024;1-025
4;T;X;1;A80;A87.1;A87.1;A871;Meningitis por adenovirus;41;4-012;3-013;2-024;1-025
4;T;X;1;A80;A87.2;A87.2;A872;Coriomeningitis linfocítica;41;4-012;3-013;2-024;1-025
4;T;X;1;A80;A87.8;A87.8;A878;Meningitis viral otros;41;4-012;3-013;2-024;1-025
4;T;X;1;A80;A87.9;A87.9;A879;La meningitis viral, sin especificar;41;4-012;3-013;2-024;1-025
3;N;X;1;A80;A88.-;A88;A88;Otras infecciones virales del sistema nervioso central, no clasificados en otra parte;41;4-012;3-013;2-024;1-025
4;T;X;1;A80;A88.0;A88.0;A880;Fiebre exantemática por enterovirus [Boston exantema];41;4-012;3-013;2-024;1-025
4;T;X;1;A80;A88.1;A88.1;A881;Epidemia del vértigo;41;4-012;3-013;2-024;1-025
4;T;X;1;A80;A88.8;A88.8;A888;Otras especifican las infecciones virales del sistema nervioso central;41;4-012;3-013;2-024;1-025
3;T;X;1;A80;A89;A89;A89;Infección viral no especificada del sistema nervioso central;41;4-012;3-013;2-024;1-025
3;T;X;1;A90;A90;A90;A90;La fiebre del dengue [dengue clásico];32;4-012;3-013;2-016;1-017
3;T;X;1;A90;A91;A91;A91;Dengue hemorrágico;32;4-012;3-013;2-016;1-017
3;N;X;1;A90;A92.-;A92;A92;Otros mosquitos fiebres virales;32;4-012;3-013;2-016;1-017
4;T;X;1;A90;A92.0;A92.0;A920;Chikungunya enfermedad viral;32;4-012;3-013;2-016;1-017
4;T;X;1;A90;A92.1;A92.1;A921;O'nyong-nyong fiebre;32;4-012;3-013;2-016;1-017
4;T;X;1;A90;A92.2;A92.2;A922;Fiebre equina venezolana;32;4-012;3-013;2-016;1-017
4;T;X;1;A90;A92.3;A92.3;A923;West Nile virus;32;4-012;3-013;2-016;1-017
4;T;X;1;A90;A92.4;A92.4;A924;Fiebre de Rift Valley;32;4-012;3-013;2-016;1-017
4;T;X;1;A90;A92.8;A92.8;A928;Otros especificados por mosquitos fiebres virales;32;4-012;3-013;2-016;1-017
4;T;X;1;A90;A92.9;A92.9;A929;Transmitidas por mosquitos fiebre viral, sin especificar;32;4-012;3-013;2-016;1-017
3;N;X;1;A90;A93.-;A93;A93;Otros artrópodos fiebres virales, no clasificadas en otra parte;32;4-012;3-013;2-016;1-017
4;T;X;1;A90;A93.0;A93.0;A930;Oropouche virus de la enfermedad;32;4-012;3-013;2-016;1-017
4;T;X;1;A90;A93.1;A93.1;A931;Fiebre por flebótomos;32;4-012;3-013;2-016;1-017
4;T;X;1;A90;A93.2;A93.2;A932;Fiebre por garrapatas de Colorado;32;4-012;3-013;2-016;1-017
4;T;X;1;A90;A93.8;A93.8;A938;Otros especificados por artrópodos fiebres virales;32;4-012;3-013;2-016;1-017
3;T;X;1;A90;A94;A94;A94;No especificadas transmitidas por artrópodos fiebre viral;32;4-012;3-013;2-016;1-017
3;N;X;1;A90;A95.-;A95;A95;La fiebre amarilla;31;4-012;3-013;2-015;1-016
4;T;X;1;A90;A95.0;A95.0;A950;La fiebre amarilla selvática;31;4-012;3-013;2-015;1-016
4;T;X;1;A90;A95.1;A95.1;A951;La fiebre amarilla urbana;31;4-012;3-013;2-015;1-016
4;T;X;1;A90;A95.9;A95.9;A959;La fiebre amarilla, no especificada;31;4-012;3-013;2-015;1-016
3;N;X;1;A90;A96.-;A96;A96;La fiebre hemorrágica de Arenaviral;32;4-012;3-013;2-016;1-017
4;T;X;1;A90;A96.0;A96.0;A960;Fiebre hemorrágica de Junín;32;4-012;3-013;2-016;1-017
4;T;X;1;A90;A96.1;A96.1;A961;Machupo Fiebre hemorrágica;32;4-012;3-013;2-016;1-017
4;T;X;1;A90;A96.2;A96.2;A962;Fiebre de Lassa;32;4-012;3-013;2-016;1-017
4;T;X;1;A90;A96.8;A96.8;A968;Otras fiebres hemorrágicas arenaviral;32;4-012;3-013;2-016;1-017
4;T;X;1;A90;A96.9;A96.9;A969;La fiebre hemorrágica de Arenaviral, sin especificar;32;4-012;3-013;2-016;1-017
3;N;X;1;A90;A98.-;A98;A98;Otras fiebres hemorrágicas virales, no clasificadas en otra parte;32;4-012;3-013;2-016;1-017
4;T;X;1;A90;A98.0;A98.0;A980;De Crimea-Congo Fiebre hemorrágica;32;4-012;3-013;2-016;1-017
4;T;X;1;A90;A98.1;A98.1;A981;Fiebre hemorrágica de Omsk;32;4-012;3-013;2-016;1-017
4;T;X;1;A90;A98.2;A98.2;A982;Kyasanur Bosque enfermedad;32;4-012;3-013;2-016;1-017
4;T;X;1;A90;A98.3;A98.3;A983;Marburg virus de la enfermedad;32;4-012;3-013;2-016;1-017
4;T;X;1;A90;A98.4;A98.4;A984;ƒbola virus de la enfermedad;32;4-012;3-013;2-016;1-017
4;T;X;1;A90;A98.5;A98.5;A985;Fiebre hemorrágica con síndrome renal;32;4-012;3-013;2-016;1-017
4;T;X;1;A90;A98.8;A98.8;A988;Otros especificados fiebres hemorrágicas virales;32;4-012;3-013;2-016;1-017
3;T;X;1;A90;A99;A99;A99;Sin especificar la fiebre hemorrágica viral;32;4-012;3-013;2-016;1-017
3;N;X;1;B00;B00.-;B00;B00;Herpesvirus [herpes simplex] infecciones;33;4-012;3-013;2-024;1-025
4;T;X;1;B00;B00.0;B00.0;B000;El eccema herpético;33;4-012;3-013;2-024;1-025
4;T;X;1;B00;B00.1;B00.1;B001;Dermatitis vesicular herpesvirus;33;4-012;3-013;2-024;1-025
4;T;X;1;B00;B00.2;B00.2;B002;Herpesvirus gingivoestomatitis y faringoamigdalitis;33;4-012;3-013;2-024;1-025
4;T;X;1;B00;B00.3;B00.3;B003;Meningitis herpesvirus;33;4-012;3-013;2-024;1-025
4;T;X;1;B00;B00.4;B00.4;B004;Encefalitis herpesvirus;33;4-012;3-013;2-024;1-025
4;T;X;1;B00;B00.5;B00.5;B005;Enfermedad ocular herpesvirus;33;4-012;3-013;2-024;1-025
4;T;X;1;B00;B00.7;B00.7;B007;La enfermedad diseminada herpesvirus;33;4-012;3-013;2-024;1-025
4;T;X;1;B00;B00.8;B00.8;B008;Otras formas de infección por herpesvirus;33;4-012;3-013;2-024;1-025
4;T;X;1;B00;B00.9;B00.9;B009;La infección por herpesvirus, no especificada;33;4-012;3-013;2-024;1-025
3;N;X;1;B00;B01.-;B01;B01;Varicela [varicela];34;4-012;3-013;2-024;1-025
4;T;X;1;B00;B01.0;B01.0;B010;Varicela meningitis;34;4-012;3-013;2-024;1-025
4;T;X;1;B00;B01.1;B01.1;B011;Varicela encefalitis;34;4-012;3-013;2-024;1-025
4;T;X;1;B00;B01.2;B01.2;B012;Varicela neumonía;34;4-012;3-013;2-024;1-025
4;T;X;1;B00;B01.8;B01.8;B018;Varicela con otras complicaciones;34;4-012;3-013;2-024;1-025
4;T;X;1;B00;B01.9;B01.9;B019;La varicela sin complicaciones;34;4-012;3-013;2-024;1-025
3;N;X;1;B00;B02.-;B02;B02;Zoster [herpes zoster];34;4-012;3-013;2-024;1-025
4;T;X;1;B00;B02.0;B02.0;B020;Zoster encefalitis;34;4-012;3-013;2-024;1-025
4;T;X;1;B00;B02.1;B02.1;B021;Zoster meningitis;34;4-012;3-013;2-024;1-025
