LEVEL;PLACE;TYPE;CHAPTER_CODE;BLOCK_CODE;CODE_W;CODE;CODE_WITHOUT_DOT;TITLE;M1;M2;M3;M4;M
3;N;X;01;A30;A48.-;A48;A48;Other bacterial diseases, not elsewhere classified;018;4-014;3-015;2-024;1-025
4;T;X;01;A30;A48.0;A48.0;A480;Gas gangrene;018;4-014;3-015;2-024;1-025
4;T;X;01;A30;A48.1;A48.1;A481;Legionnaires' disease;018;4-014;3-015;2-024;1-025
4;T;X;01;A30;A48.2;A48.2;A482;Nonpneumonic Legionnaires' disease [Pontiac fever];018;4-014;3-015;2-024;1-025
4;T;X;01;A30;A48.3;A48.3;A483;Toxic shock syndrome;018;4-014;3-015;2-024;1-025
4;T;X;01;A30;A48.4;A48.4;A484;Brazilian purpuric fever;018;4-014;3-015;2-024;1-025
4;T;X;01;A30;A48.8;A48.8;A488;Other specified bacterial diseases;018;4-014;3-015;2-024;1-025
3;N;X;01;A30;A49.-;A49;A49;Bacterial infection of unspecified site;018;4-014;3-015;2-024;1-025
4;T;X;01;A30;A49.0;A49.0;A490;Staphylococcal infection, unspecified site;018;4-014;3-015;2-024;1-025
4;T;X;01;A30;A49.1;A49.1;A491;Streptococcal infection, unspecified site;018;4-014;3-015;2-024;1-025
4;T;X;01;A30;A49.2;A49.2;A492;Haemophilus influenzae infection, unspecified site;018;4-014;3-015;2-024;1-025
4;T;X;01;A30;A49.3;A49.3;A493;Mycoplasma infection, unspecified site;018;4-014;3-015;2-024;1-025
4;T;X;01;A30;A49.8;A49.8;A498;Other bacterial infections of unspecified site;018;4-014;3-015;2-024;1-025
4;T;X;01;A30;A49.9;A49.9;A499;Bacterial infection, unspecified;018;4-014;3-015;2-024;1-025
3;N;X;01;A50;A50.-;A50;A50;Congenital syphilis;019;4-014;3-015;2-012;1-013
4;T;X;01;A50;A50.0;A50.0;A500;Early congenital syphilis, symptomatic;019;4-014;3-015;2-012;1-013
4;T;X;01;A50;A50.1;A50.1;A501;Early congenital syphilis, latent;019;4-014;3-015;2-012;1-013
4;T;X;01;A50;A50.2;A50.2;A502;Early congenital syphilis, unspecified;019;4-014;3-015;2-012;1-013
4;T;X;01;A50;A50.3;A50.3;A503;Late congenital syphilitic oculopathy;019;4-014;3-015;2-012;1-013
4;T;X;01;A50;A50.4;A50.4;A504;Late congenital neurosyphilis [juvenile neurosyphilis];019;4-014;3-015;2-012;1-013
4;T;X;01;A50;A50.5;A50.5;A505;Other late congenital syphilis, symptomatic;019;4-014;3-015;2-012;1-013
4;T;X;01;A50;A50.6;A50.6;A506;Late congenital syphilis, latent;019;4-014;3-015;2-012;1-013
4;T;X;01;A50;A50.7;A50.7;A507;Late congenital syphilis, unspecified;019;4-014;3-015;2-012;1-013
4;T;X;01;A50;A50.9;A50.9;A509;Congenital syphilis, unspecified;019;4-014;3-015;2-012;1-013
3;N;X;01;A50;A51.-;A51;A51;Early syphilis;020;4-014;3-015;2-012;1-013
4;T;X;01;A50;A51.0;A51.0;A510;Primary genital syphilis;020;4-014;3-015;2-012;1-013
4;T;X;01;A50;A51.1;A51.1;A511;Primary anal syphilis;020;4-014;3-015;2-012;1-013
4;T;X;01;A50;A51.2;A51.2;A512;Primary syphilis of other sites;020;4-014;3-015;2-012;1-013
4;T;X;01;A50;A51.3;A51.3;A513;Secondary syphilis of skin and mucous membranes;020;4-014;3-015;2-012;1-013
4;T;X;01;A50;A51.4;A51.4;A514;Other secondary syphilis;020;4-014;3-015;2-012;1-013
4;T;X;01;A50;A51.5;A51.5;A515;Early syphilis, latent;020;4-014;3-015;2-012;1-013
4;T;X;01;A50;A51.9;A51.9;A519;Early syphilis, unspecified;020;4-014;3-015;2-012;1-013
3;N;X;01;A50;A52.-;A52;A52;Late syphilis;021;4-014;3-015;2-012;1-013
4;T;X;01;A50;A52.0;A52.0;A520;Cardiovascular syphilis;021;4-014;3-015;2-012;1-013
4;T;X;01;A50;A52.1;A52.1;A521;Symptomatic neurosyphilis;021;4-014;3-015;2-012;1-013
4;T;X;01;A50;A52.2;A52.2;A522;Asymptomatic neurosyphilis;021;4-014;3-015;2-012;1-013
4;T;X;01;A50;A52.3;A52.3;A523;Neurosyphilis, unspecified;021;4-014;3-015;2-012;1-013
4;T;X;01;A50;A52.7;A52.7;A527;Other symptomatic late syphilis;021;4-014;3-015;2-012;1-013
4;T;X;01;A50;A52.8;A52.8;A528;Late syphilis, latent;021;4-014;3-015;2-012;1-013
4;T;X;01;A50;A52.9;A52.9;A529;Late syphilis, unspecified;021;4-014;3-015;2-012;1-013
3;N;X;01;A50;A53.-;A53;A53;Other and unspecified syphilis;021;4-014;3-015;2-012;1-013
4;T;X;01;A50;A53.0;A53.0;A530;Latent syphilis, unspecified as early or late;021;4-014;3-015;2-012;1-013
4;T;X;01;A50;A53.9;A53.9;A539;Syphilis, unspecified;021;4-014;3-015;2-012;1-013
3;N;X;01;A50;A54.-;A54;A54;Gonococcal infection;022;4-014;3-015;2-012;1-013
4;T;X;01;A50;A54.0;A54.0;A540;Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess;022;4-014;3-015;2-012;1-013
4;T;X;01;A50;A54.1;A54.1;A541;Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess;022;4-014;3-015;2-012;1-013
4;T;X;01;A50;A54.2;A54.2;A542;Gonococcal pelviperitonitis and other gonococcal genitourinary infections;022;4-014;3-015;2-012;1-013
4;T;X;01;A50;A54.3;A54.3;A543;Gonococcal infection of eye;022;4-014;3-015;2-012;1-013
4;T;X;01;A50;A54.4;A54.4;A544;Gonococcal infection of musculoskeletal system;022;4-014;3-015;2-012;1-013
4;T;X;01;A50;A54.5;A54.5;A545;Gonococcal pharyngitis;022;4-014;3-015;2-012;1-013
4;T;X;01;A50;A54.6;A54.6;A546;Gonococcal infection of anus and rectum;022;4-014;3-015;2-012;1-013
4;T;X;01;A50;A54.8;A54.8;A548;Other gonococcal infections;022;4-014;3-015;2-012;1-013
4;T;X;01;A50;A54.9;A54.9;A549;Gonococcal infection, unspecified;022;4-014;3-015;2-012;1-013
3;T;X;01;A50;A55;A55;A55;Chlamydial lymphogranuloma (venereum);023;4-014;3-015;2-012;1-013
3;N;X;01;A50;A56.-;A56;A56;Other sexually transmitted chlamydial diseases;023;4-014;3-015;2-012;1-013
4;T;X;01;A50;A56.0;A56.0;A560;Chlamydial infection of lower genitourinary tract;023;4-014;3-015;2-012;1-013
4;T;X;01;A50;A56.1;A56.1;A561;Chlamydial infection of pelviperitoneum and other genitourinary organs;023;4-014;3-015;2-012;1-013
4;T;X;01;A50;A56.2;A56.2;A562;Chlamydial infection of genitourinary tract, unspecified;023;4-014;3-015;2-012;1-013
4;T;X;01;A50;A56.3;A56.3;A563;Chlamydial infection of anus and rectum;023;4-014;3-015;2-012;1-013
4;T;X;01;A50;A56.4;A56.4;A564;Chlamydial infection of pharynx;023;4-014;3-015;2-012;1-013
4;T;X;01;A50;A56.8;A56.8;A568;Sexually transmitted chlamydial infection of other sites;023;4-014;3-015;2-012;1-013
3;T;X;01;A50;A57;A57;A57;Chancroid;024;4-014;3-015;2-012;1-013
3;T;X;01;A50;A58;A58;A58;Granuloma inguinale;024;4-014;3-015;2-012;1-013
3;N;X;01;A50;A59.-;A59;A59;Trichomoniasis;024;4-014;3-015;2-012;1-013
4;T;X;01;A50;A59.0;A59.0;A590;Urogenital trichomoniasis;024;4-014;3-015;2-012;1-013
4;T;X;01;A50;A59.8;A59.8;A598;Trichomoniasis of other sites;024;4-014;3-015;2-012;1-013
4;T;X;01;A50;A59.9;A59.9;A599;Trichomoniasis, unspecified;024;4-014;3-015;2-012;1-013
3;N;X;01;A50;A60.-;A60;A60;Anogenital herpesviral [herpes simplex] infection;024;4-014;3-015;2-012;1-013
4;T;X;01;A50;A60.0;A60.0;A600;Herpesviral infection of genitalia and urogenital tract;024;4-014;3-015;2-012;1-013
4;T;X;01;A50;A60.1;A60.1;A601;Herpesviral infection of perianal skin and rectum;024;4-014;3-015;2-012;1-013
4;T;X;01;A50;A60.9;A60.9;A609;Anogenital herpesviral infection, unspecified;024;4-014;3-015;2-012;1-013
3;N;X;01;A50;A63.-;A63;A63;Other predominantly sexually transmitted diseases, not elsewhere classified;024;4-014;3-015;2-012;1-013
4;T;X;01;A50;A63.0;A63.0;A630;Anogenital (venereal) warts;024;4-014;3-015;2-012;1-013
4;T;X;01;A50;A63.8;A63.8;A638;Other specified predominantly sexually transmitted diseases;024;4-014;3-015;2-012;1-013
3;T;X;01;A50;A64;A64;A64;Unspecified sexually transmitted disease;024;4-014;3-015;2-012;1-013
3;T;X;01;A65;A65;A65;A65;Nonvenereal syphilis;057;4-014;3-015;2-024;1-025
3;N;X;01;A65;A66.-;A66;A66;Yaws;057;4-014;3-015;2-024;1-025
4;T;X;01;A65;A66.0;A66.0;A660;Initial lesions of yaws;057;4-014;3-015;2-024;1-025
4;T;X;01;A65;A66.1;A66.1;A661;Multiple papillomata and wet crab yaws;057;4-014;3-015;2-024;1-025
4;T;X;01;A65;A66.2;A66.2;A662;Other early skin lesions of yaws;057;4-014;3-015;2-024;1-025
4;T;X;01;A65;A66.3;A66.3;A663;Hyperkeratosis of yaws;057;4-014;3-015;2-024;1-025
4;T;X;01;A65;A66.4;A66.4;A664;Gummata and ulcers of yaws;057;4-014;3-015;2-024;1-025
4;T;X;01;A65;A66.5;A66.5;A665;Gangosa;057;4-014;3-015;2-024;1-025
4;T;X;01;A65;A66.6;A66.6;A666;Bone and joint lesions of yaws;057;4-014;3-015;2-024;1-025
4;T;X;01;A65;A66.7;A66.7;A667;Other manifestations of yaws;057;4-014;3-015;2-024;1-025
4;T;X;01;A65;A66.8;A66.8;A668;Latent yaws;057;4-014;3-015;2-024;1-025
4;T;X;01;A65;A66.9;A66.9;A669;Yaws, unspecified;057;4-014;3-015;2-024;1-025
3;N;X;01;A65;A67.-;A67;A67;Pinta [carate];057;4-014;3-015;2-024;1-025
4;T;X;01;A65;A67.0;A67.0;A670;Primary lesions of pinta;057;4-014;3-015;2-024;1-025
4;T;X;01;A65;A67.1;A67.1;A671;Intermediate lesions of pinta;057;4-014;3-015;2-024;1-025
4;T;X;01;A65;A67.2;A67.2;A672;Late lesions of pinta;057;4-014;3-015;2-024;1-025
4;T;X;01;A65;A67.3;A67.3;A673;Mixed lesions of pinta;057;4-014;3-015;2-024;1-025
4;T;X;01;A65;A67.9;A67.9;A679;Pinta, unspecified;057;4-014;3-015;2-024;1-025
3;N;X;01;A65;A68.-;A68;A68;Relapsing fevers;025;4-014;3-015;2-024;1-025
4;T;X;01;A65;A68.0;A68.0;A680;Louse-borne relapsing fever;025;4-014;3-015;2-024;1-025
4;T;X;01;A65;A68.1;A68.1;A681;Tick-borne relapsing fever;025;4-014;3-015;2-024;1-025
4;T;X;01;A65;A68.9;A68.9;A689;Relapsing fever, unspecified;025;4-014;3-015;2-024;1-025
3;N;X;01;A65;A69.-;A69;A69;Other spirochaetal infections;057;4-014;3-015;2-024;1-025
4;T;X;01;A65;A69.0;A69.0;A690;Necrotizing ulcerative stomatitis;057;4-014;3-015;2-024;1-025
4;T;X;01;A65;A69.1;A69.1;A691;Other Vincent's infections;057;4-014;3-015;2-024;1-025
4;T;X;01;A65;A69.2;A69.2;A692;Lyme disease;057;4-014;3-015;2-024;1-025
4;T;X;01;A65;A69.8;A69.8;A698;Other specified spirochaetal infections;057;4-014;3-015;2-024;1-025
4;T;X;01;A65;A69.9;A69.9;A699;Spirochaetal infection, unspecified;057;4-014;3-015;2-024;1-025
3;T;X;01;A70;A70;A70;A70;Chlamydia psittaci infection;057;4-014;3-015;2-024;1-025
3;N;X;01;A70;A71.-;A71;A71;Trachoma;026;4-014;3-015;2-024;1-025
4;T;X;01;A70;A71.0;A71.0;A710;Initial stage of trachoma;026;4-014;3-015;2-024;1-025
4;T;X;01;A70;A71.1;A71.1;A711;Active stage of trachoma;026;4-014;3-015;2-024;1-025
4;T;X;01;A70;A71.9;A71.9;A719;Trachoma, unspecified;026;4-014;3-015;2-024;1-025
3;N;X;01;A70;A74.-;A74;A74;Other diseases caused by chlamydiae;057;4-014;3-015;2-024;1-025
4;T;X;01;A70;A74.0;A74.0;A740;Chlamydial conjunctivitis;057;4-014;3-015;2-024;1-025
4;T;X;01;A70;A74.8;A74.8;A748;Other chlamydial diseases;057;4-014;3-015;2-024;1-025
4;T;X;01;A70;A74.9;A74.9;A749;Chlamydial infection, unspecified;057;4-014;3-015;2-024;1-025
3;N;X;01;A75;A75.-;A75;A75;Typhus fever;027;4-014;3-015;2-024;1-025
4;T;X;01;A75;A75.0;A75.0;A750;Epidemic louse-borne typhus fever due to Rickettsia prowazekii;027;4-014;3-015;2-024;1-025
4;T;X;01;A75;A75.1;A75.1;A751;Recrudescent typhus [Brill's disease];027;4-014;3-015;2-024;1-025
4;T;X;01;A75;A75.2;A75.2;A752;Typhus fever due to Rickettsia typhi;027;4-014;3-015;2-024;1-025
4;T;X;01;A75;A75.3;A75.3;A753;Typhus fever due to Rickettsia tsutsugamushi;027;4-014;3-015;2-024;1-025
4;T;X;01;A75;A75.9;A75.9;A759;Typhus fever, unspecified;027;4-014;3-015;2-024;1-025
3;N;X;01;A75;A77.-;A77;A77;Spotted fever [tick-borne rickettsioses];057;4-014;3-015;2-024;1-025
4;T;X;01;A75;A77.0;A77.0;A770;Spotted fever due to Rickettsia rickettsii;057;4-014;3-015;2-024;1-025
4;T;X;01;A75;A77.1;A77.1;A771;Spotted fever due to Rickettsia conorii;057;4-014;3-015;2-024;1-025
4;T;X;01;A75;A77.2;A77.2;A772;Spotted fever due to Rickettsia sibirica;057;4-014;3-015;2-024;1-025
4;T;X;01;A75;A77.3;A77.3;A773;Spotted fever due to Rickettsia australis;057;4-014;3-015;2-024;1-025
4;T;X;01;A75;A77.8;A77.8;A778;Other spotted fevers;057;4-014;3-015;2-024;1-025
4;T;X;01;A75;A77.9;A77.9;A779;Spotted fever, unspecified;057;4-014;3-015;2-024;1-025
3;T;X;01;A75;A78;A78;A78;Q fever;057;4-014;3-015;2-024;1-025
3;N;X;01;A75;A79.-;A79;A79;Other rickettsioses;057;4-014;3-015;2-024;1-025
4;T;X;01;A75;A79.0;A79.0;A790;Trench fever;057;4-014;3-015;2-024;1-025
4;T;X;01;A75;A79.1;A79.1;A791;Rickettsialpox due to Rickettsia akari;057;4-014;3-015;2-024;1-025
4;T;X;01;A75;A79.8;A79.8;A798;Other specified rickettsioses;057;4-014;3-015;2-024;1-025
4;T;X;01;A75;A79.9;A79.9;A799;Rickettsiosis, unspecified;057;4-014;3-015;2-024;1-025
3;N;X;01;A80;A80.-;A80;A80;Acute poliomyelitis;028;4-009;3-010;2-013;1-014
4;T;X;01;A80;A80.0;A80.0;A800;Acute paralytic poliomyelitis, vaccine-associated;028;4-009;3-010;2-013;1-014
4;T;X;01;A80;A80.1;A80.1;A801;Acute paralytic poliomyelitis, wild virus, imported;028;4-009;3-010;2-013;1-014
4;T;X;01;A80;A80.2;A80.2;A802;Acute paralytic poliomyelitis, wild virus, indigenous;028;4-009;3-010;2-013;1-014
4;T;X;01;A80;A80.3;A80.3;A803;Acute paralytic poliomyelitis, other and unspecified;028;4-009;3-010;2-013;1-014
4;T;X;01;A80;A80.4;A80.4;A804;Acute nonparalytic poliomyelitis;028;4-009;3-010;2-013;1-014
4;T;X;01;A80;A80.9;A80.9;A809;Acute poliomyelitis, unspecified;028;4-009;3-010;2-013;1-014
3;N;X;01;A80;A81.-;A81;A81;Atypical virus infections of central nervous system;041;4-012;3-013;2-024;1-025
4;T;X;01;A80;A81.0;A81.0;A810;Creutzfeldt-Jakob disease;041;4-012;3-013;2-024;1-025
4;T;X;01;A80;A81.1;A81.1;A811;Subacute sclerosing panencephalitis;041;4-012;3-013;2-024;1-025
4;T;X;01;A80;A81.2;A81.2;A812;Progressive multifocal leukoencephalopathy;041;4-012;3-013;2-024;1-025
4;T;X;01;A80;A81.8;A81.8;A818;Other atypical virus infections of central nervous system;041;4-012;3-013;2-024;1-025
4;T;X;01;A80;A81.9;A81.9;A819;Atypical virus infection of central nervous system, unspecified;041;4-012;3-013;2-024;1-025
3;N;X;01;A80;A82.-;A82;A82;Rabies;029;4-012;3-013;2-014;1-015
4;T;X;01;A80;A82.0;A82.0;A820;Sylvatic rabies;029;4-012;3-013;2-014;1-015
4;T;X;01;A80;A82.1;A82.1;A821;Urban rabies;029;4-012;3-013;2-014;1-015
4;T;X;01;A80;A82.9;A82.9;A829;Rabies, unspecified;029;4-012;3-013;2-014;1-015
3;N;X;01;A80;A83.-;A83;A83;Mosquito-borne viral encephalitis;030;4-012;3-013;2-024;1-025
4;T;X;01;A80;A83.0;A83.0;A830;Japanese encephalitis;030;4-012;3-013;2-024;1-025
4;T;X;01;A80;A83.1;A83.1;A831;Western equine encephalitis;030;4-012;3-013;2-024;1-025
4;T;X;01;A80;A83.2;A83.2;A832;Eastern equine encephalitis;030;4-012;3-013;2-024;1-025
4;T;X;01;A80;A83.3;A83.3;A833;St Louis encephalitis;030;4-012;3-013;2-024;1-025
4;T;X;01;A80;A83.4;A83.4;A834;Australian encephalitis;030;4-012;3-013;2-024;1-025
4;T;X;01;A80;A83.5;A83.5;A835;California encephalitis;030;4-012;3-013;2-024;1-025
4;T;X;01;A80;A83.6;A83.6;A836;Rocio virus disease;030;4-012;3-013;2-024;1-025
4;T;X;01;A80;A83.8;A83.8;A838;Other mosquito-borne viral encephalitis;030;4-012;3-013;2-024;1-025
4;T;X;01;A80;A83.9;A83.9;A839;Mosquito-borne viral encephalitis, unspecified;030;4-012;3-013;2-024;1-025
3;N;X;01;A80;A84.-;A84;A84;Tick-borne viral encephalitis;030;4-012;3-013;2-024;1-025
4;T;X;01;A80;A84.0;A84.0;A840;Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis];030;4-012;3-013;2-024;1-025
4;T;X;01;A80;A84.1;A84.1;A841;Central European tick-borne encephalitis;030;4-012;3-013;2-024;1-025
4;T;X;01;A80;A84.8;A84.8;A848;Other tick-borne viral encephalitis;030;4-012;3-013;2-024;1-025
4;T;X;01;A80;A84.9;A84.9;A849;Tick-borne viral encephalitis, unspecified;030;4-012;3-013;2-024;1-025
3;N;X;01;A80;A85.-;A85;A85;Other viral encephalitis, not elsewhere classified;030;4-012;3-013;2-024;1-025
4;T;X;01;A80;A85.0;A85.0;A850;Enteroviral encephalitis;030;4-012;3-013;2-024;1-025
4;T;X;01;A80;A85.1;A85.1;A851;Adenoviral encephalitis;030;4-012;3-013;2-024;1-025
4;T;X;01;A80;A85.2;A85.2;A852;Arthropod-borne viral encephalitis, unspecified;030;4-012;3-013;2-024;1-025
4;T;X;01;A80;A85.8;A85.8;A858;Other specified viral encephalitis;030;4-012;3-013;2-024;1-025
3;T;X;01;A80;A86;A86;A86;Unspecified viral encephalitis;030;4-012;3-013;2-024;1-025
3;N;X;01;A80;A87.-;A87;A87;Viral meningitis;041;4-012;3-013;2-024;1-025
4;T;X;01;A80;A87.0;A87.0;A870;Enteroviral meningitis;041;4-012;3-013;2-024;1-025
4;T;X;01;A80;A87.1;A87.1;A871;Adenoviral meningitis;041;4-012;3-013;2-024;1-025
4;T;X;01;A80;A87.2;A87.2;A872;Lymphocytic choriomeningitis;041;4-012;3-013;2-024;1-025
4;T;X;01;A80;A87.8;A87.8;A878;Other viral meningitis;041;4-012;3-013;2-024;1-025
4;T;X;01;A80;A87.9;A87.9;A879;Viral meningitis, unspecified;041;4-012;3-013;2-024;1-025
3;N;X;01;A80;A88.-;A88;A88;Other viral infections of central nervous system, not elsewhere classified;041;4-012;3-013;2-024;1-025
4;T;X;01;A80;A88.0;A88.0;A880;Enteroviral exanthematous fever [Boston exanthem];041;4-012;3-013;2-024;1-025
4;T;X;01;A80;A88.1;A88.1;A881;Epidemic vertigo;041;4-012;3-013;2-024;1-025
4;T;X;01;A80;A88.8;A88.8;A888;Other specified viral infections of central nervous system;041;4-012;3-013;2-024;1-025
3;T;X;01;A80;A89;A89;A89;Unspecified viral infection of central nervous system;041;4-012;3-013;2-024;1-025
3;T;X;01;A90;A90;A90;A90;Dengue fever [classical dengue];032;4-012;3-013;2-016;1-017
3;T;X;01;A90;A91;A91;A91;Dengue haemorrhagic fever;032;4-012;3-013;2-016;1-017
3;N;X;01;A90;A92.-;A92;A92;Other mosquito-borne viral fevers;032;4-012;3-013;2-016;1-017
4;T;X;01;A90;A92.0;A92.0;A920;Chikungunya virus disease;032;4-012;3-013;2-016;1-017
4;T;X;01;A90;A92.1;A92.1;A921;O'nyong-nyong fever;032;4-012;3-013;2-016;1-017
4;T;X;01;A90;A92.2;A92.2;A922;Venezuelan equine fever;032;4-012;3-013;2-016;1-017
4;T;X;01;A90;A92.3;A92.3;A923;West Nile virus infection;032;4-012;3-013;2-016;1-017
4;T;X;01;A90;A92.4;A92.4;A924;Rift Valley fever;032;4-012;3-013;2-016;1-017
4;T;X;01;A90;A92.8;A92.8;A928;Other specified mosquito-borne viral fevers;032;4-012;3-013;2-016;1-017
4;T;X;01;A90;A92.9;A92.9;A929;Mosquito-borne viral fever, unspecified;032;4-012;3-013;2-016;1-017
3;N;X;01;A90;A93.-;A93;A93;Other arthropod-borne viral fevers, not elsewhere classified;032;4-012;3-013;2-016;1-017
4;T;X;01;A90;A93.0;A93.0;A930;Oropouche virus disease;032;4-012;3-013;2-016;1-017
4;T;X;01;A90;A93.1;A93.1;A931;Sandfly fever;032;4-012;3-013;2-016;1-017
4;T;X;01;A90;A93.2;A93.2;A932;Colorado tick fever;032;4-012;3-013;2-016;1-017
4;T;X;01;A90;A93.8;A93.8;A938;Other specified arthropod-borne viral fevers;032;4-012;3-013;2-016;1-017
3;T;X;01;A90;A94;A94;A94;Unspecified arthropod-borne viral fever;032;4-012;3-013;2-016;1-017
3;N;X;01;A90;A95.-;A95;A95;Yellow fever;031;4-012;3-013;2-015;1-016
4;T;X;01;A90;A95.0;A95.0;A950;Sylvatic yellow fever;031;4-012;3-013;2-015;1-016
4;T;X;01;A90;A95.1;A95.1;A951;Urban yellow fever;031;4-012;3-013;2-015;1-016
4;T;X;01;A90;A95.9;A95.9;A959;Yellow fever, unspecified;031;4-012;3-013;2-015;1-016
3;N;X;01;A90;A96.-;A96;A96;Arenaviral haemorrhagic fever;032;4-012;3-013;2-016;1-017
4;T;X;01;A90;A96.0;A96.0;A960;Junin haemorrhagic fever;032;4-012;3-013;2-016;1-017
4;T;X;01;A90;A96.1;A96.1;A961;Machupo haemorrhagic fever;032;4-012;3-013;2-016;1-017
4;T;X;01;A90;A96.2;A96.2;A962;Lassa fever;032;4-012;3-013;2-016;1-017
4;T;X;01;A90;A96.8;A96.8;A968;Other arenaviral haemorrhagic fevers;032;4-012;3-013;2-016;1-017
4;T;X;01;A90;A96.9;A96.9;A969;Arenaviral haemorrhagic fever, unspecified;032;4-012;3-013;2-016;1-017
3;N;X;01;A90;A98.-;A98;A98;Other viral haemorrhagic fevers, not elsewhere classified;032;4-012;3-013;2-016;1-017
4;T;X;01;A90;A98.0;A98.0;A980;Crimean-Congo haemorrhagic fever;032;4-012;3-013;2-016;1-017
4;T;X;01;A90;A98.1;A98.1;A981;Omsk haemorrhagic fever;032;4-012;3-013;2-016;1-017
4;T;X;01;A90;A98.2;A98.2;A982;Kyasanur Forest disease;032;4-012;3-013;2-016;1-017
4;T;X;01;A90;A98.3;A98.3;A983;Marburg virus disease;032;4-012;3-013;2-016;1-017
4;T;X;01;A90;A98.4;A98.4;A984;Ebola virus disease;032;4-012;3-013;2-016;1-017
4;T;X;01;A90;A98.5;A98.5;A985;Haemorrhagic fever with renal syndrome;032;4-012;3-013;2-016;1-017
4;T;X;01;A90;A98.8;A98.8;A988;Other specified viral haemorrhagic fevers;032;4-012;3-013;2-016;1-017
3;T;X;01;A90;A99;A99;A99;Unspecified viral haemorrhagic fever;032;4-012;3-013;2-016;1-017
3;N;X;01;B00;B00.-;B00;B00;Herpesviral [herpes simplex] infections;033;4-012;3-013;2-024;1-025
4;T;X;01;B00;B00.0;B00.0;B000;Eczema herpeticum;033;4-012;3-013;2-024;1-025
4;T;X;01;B00;B00.1;B00.1;B001;Herpesviral vesicular dermatitis;033;4-012;3-013;2-024;1-025
4;T;X;01;B00;B00.2;B00.2;B002;Herpesviral gingivostomatitis and pharyngotonsillitis;033;4-012;3-013;2-024;1-025
4;T;X;01;B00;B00.3;B00.3;B003;Herpesviral meningitis;033;4-012;3-013;2-024;1-025
4;T;X;01;B00;B00.4;B00.4;B004;Herpesviral encephalitis;033;4-012;3-013;2-024;1-025
4;T;X;01;B00;B00.5;B00.5;B005;Herpesviral ocular disease;033;4-012;3-013;2-024;1-025
4;T;X;01;B00;B00.7;B00.7;B007;Disseminated herpesviral disease;033;4-012;3-013;2-024;1-025
4;T;X;01;B00;B00.8;B00.8;B008;Other forms of herpesviral infection;033;4-012;3-013;2-024;1-025
4;T;X;01;B00;B00.9;B00.9;B009;Herpesviral infection, unspecified;033;4-012;3-013;2-024;1-025
3;N;X;01;B00;B01.-;B01;B01;Varicella [chickenpox];034;4-012;3-013;2-024;1-025
4;T;X;01;B00;B01.0;B01.0;B010;Varicella meningitis;034;4-012;3-013;2-024;1-025
4;T;X;01;B00;B01.1;B01.1;B011;Varicella encephalitis;034;4-012;3-013;2-024;1-025
4;T;X;01;B00;B01.2;B01.2;B012;Varicella pneumonia;034;4-012;3-013;2-024;1-025
4;T;X;01;B00;B01.8;B01.8;B018;Varicella with other complications;034;4-012;3-013;2-024;1-025
4;T;X;01;B00;B01.9;B01.9;B019;Varicella without complication;034;4-012;3-013;2-024;1-025
3;N;X;01;B00;B02.-;B02;B02;Zoster [herpes zoster];034;4-012;3-013;2-024;1-025
4;T;X;01;B00;B02.0;B02.0;B020;Zoster encephalitis;034;4-012;3-013;2-024;1-025
4;T;X;01;B00;B02.1;B02.1;B021;Zoster meningitis;034;4-012;3-013;2-024;1-025
4;T;X;01;B00;B02.2;B02.2;B022;Zoster with other nervous system involvement;034;4-012;3-013;2-024;1-025
4;T;X;01;B00;B02.3;B02.3;B023;Zoster ocular disease;034;4-012;3-013;2-024;1-025
4;T;X;01;B00;B02.7;B02.7;B027;Disseminated zoster;034;4-012;3-013;2-024;1-025
4;T;X;01;B00;B02.8;B02.8;B028;Zoster with other complications;034;4-012;3-013;2-024;1-025
4;T;X;01;B00;B02.9;B02.9;B029;Zoster without complication;034;4-012;3-013;2-024;1-025
3;T;X;01;B00;B03;B03;B03;Smallpox;041;4-012;3-013;2-024;1-025
3;T;X;01;B00;B04;B04;B04;Monkeypox;041;4-012;3-013;2-024;1-025
3;N;X;01;B00;B05.-;B05;B05;Measles;035;4-010;3-011;2-017;1-018
4;T;X;01;B00;B05.0;B05.0;B050;Measles complicated by encephalitis;035;4-010;3-011;2-017;1-018
4;T;X;01;B00;B05.1;B05.1;B051;Measles complicated by meningitis;035;4-010;3-011;2-017;1-018
4;T;X;01;B00;B05.2;B05.2;B052;Measles complicated by pneumonia;035;4-010;3-011;2-017;1-018
4;T;X;01;B00;B05.3;B05.3;B053;Measles complicated by otitis media;035;4-010;3-011;2-017;1-018
4;T;X;01;B00;B05.4;B05.4;B054;Measles with intestinal complications;035;4-010;3-011;2-017;1-018
